988.5
988.8
989.3
989.3
987.7
988.5
989.1
987.7
988.8
988.5
988.5
988.5
989.6
989.9
989.1
989.1
990.2
988.8
988.3
988.8
989.1
988.3
989.6
989.3
988.5
988
988.3
987.7
988.8
989.6
988.3
989.1
990.4
989.6
989.1
990.4
988.8
989.6
989.3
989.1
988.5
988.8
989.6
989.1
989.3
989.1
989.9
989.9
989.9
989.3
988.8
989.9
989.1
989.1
989.6
989.3
989.1
989.3
989.9
988.5
988.5
989.6
988.8
989.9
988.5
989.6
989.9
989.9
988.5
988.5
989.1
990.2
988.8
989.3
976.1
942.1
916.1
891.4
862.4
836.3
807.3
778.6
752.5
737.3
725.4
719.7
710.8
702.1
691.2
676.3
659.8
643.5
626.9
613.1
600.3
590.3
566.4
542.8
487.8
476.1
460.4
449.5
438.4
429.7
419.4
405.8
398.3
377.4
355.7
331.8
315.2
303
296.5
283
253.9
245.5
237.9
231.4
227.9
211.3
205.9
202.1
198.6
154.9
150
143.5
131.3
128.9
124.5
121.8
120.5
119.4
116.4
116.4
116.1
115
114.5
114.2
113.2
113.7
114
114
114
114
114
113.7
113.4
113.7
113.2
114
114
114
113.2
114
113.7
113.7
114
114.2
114
113.4
114.2
114.2
114
114
113.7
114
114.2
114.2
114
113.7
113.7
113.7
114.2
113.7
114.2
114.2
114
114.5
114.2
114.2
114.2
114.2
114.2
114.5
113.4
115.9
133.8
362.2
514.9
